hotel_id,user_id,rating,review_text,user_city,user_city_encoded
Little Paradise Hotel,Chris_Audrey,4.0,"Victor and Judy were truly accommodating hosts, especially when we had to cut our stay short due to illness. Everything that has been written by other reviewers was spot on. It is more like a small inn or bed breakfast (with the breakfast left in the fridge in your room) than a hotel. There are eight guest rooms around... More",Sarasota,1506
Little Paradise Hotel,Sam M,5.0,"If you want to relax, want a quiet atmosphere, cozy setting.. this is the place. It is definitely a smaller, boutique-type hotel and it feels that way. So that's good for some and maybe not as much for others. The room is great, very pretty. Very impressive large, new Curved HD TV. So that's nice! The small kitchen is also... More",Sacramento,1453
Little Paradise Hotel,southseacarrie,5.0,"Stayed 5 nights and it was delightful. Lovely comfortable,well lit, great shower and bathroom,kitchen with microwave,fridge etc and very functional room. Ten hotels on this trip but this one seems to have thought of everything. Peaceful yet near the main streets with lovely shopping, art and some great restaurants. Good local transport but downtown is walkable but a bit over... More",Portsmouth,1330
Little Paradise Hotel,jackoNEEngland,5.0,"New everything would be great from the moment we came through the gate. Nine excellent, high quality rooms each with a small kitchen/diner and terrific shower room including twin wash basins. Each room faces onto the pool with plenty of sun loungers, towels, shaded areas and comfortable seating. Rooms furnished to extremely high standard and beds have the finest linen... More",NE England,1085
Little Paradise Hotel,MarcvonBern,5.0,"Spend four days there and would have prolonged our stay if they only had a room available. Welcoming host, all rooms around the patio / pool. This place breathes tranquility and relaxation. Since you normally travel by car in this country anyways, everything is close by.",Bern,149
Little Paradise Hotel,laradc,5.0,"I'm going to keep this fairly short but what I will say is if you are going to stay in Palm Springs please stay here. It's not right on the main drag but it's in a lovely residential area, no noise, ample parking and just so peaceful. Only 5 in an Uber to the main strip with the bars and... More",Cardiff,256
Little Paradise Hotel,ptnp02,4.0,"We had unit 4 on the east side of the complex for 3 nights - very quiet, very comfortable bed, nice amenities in room - killer shower!! pool was large, heated, wonderful - Judy hope I got that right made us fresh orange and banana smoothies when we were in the pool - breakfast in fridge was just ok, little... More",Danville,399
Little Paradise Hotel,Terri B,5.0,"Stayed 3 nights in this beautiful hotel. This place is very clean, rooms have all been recently upgraded. Big comfortable bed, nice kitchen with granite countertops, fridge, Keurig coffee maker, and even a two burner stove. Bathrooms are big with granite countertops, two sinks, and a huge shower. Pool area is gorgeous and the owner and staff make you feel... More",Edmonton,463
Little Paradise Hotel,clemensn0npapa,5.0,"This place is just perfect for everyone looking for some rest in lovely and warm Palm Springs. The host welcomed us very very friendly, explaining us what we could find where. The private kitchen had our breakfast and a complimentary bottle of wine. The room (call it the appartment) had everything and was very well decorated and had an outside... More",Brussels,212
Little Paradise Hotel,write a review,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,Brussels,212
Little Paradise Hotel,Paul S,4.0,"Little Paradise is called a hotel, but it is more of a motel tucked away in a nice neighborhood district with similar styled single story boutique motels/hotels. This is not your large chain full service hotel but a nice hideaway with just a few rooms surrounding a warm salt water swimming pool. There is no on-site restaurant but you get... More",Cincinnati,320
Berney Fly Bed and Breakfast,terrir154,5.0,"We stayed in the poolside room for one night and loved being in the backyard by the pool. The grounds are beautifully landscaped with trees and vines and flowers inside a privacy fence. It was a comfortable and very safe feeling for two ladies traveling alone. The shower was brand new, and our room was extremely clean. Our host was... More",Muncie IN,1075
Berney Fly Bed and Breakfast,Juliette R,3.0,"We would really like to give five stars to that place, because the house is really beautiful and well renovated, the garden is wonderful, peaceful, and the vegetation is great, our host was very kind and helpful and gave us a lot of advices about where to eat and what to see, the place is well located and easy to... More",Muncie IN,1075
Berney Fly Bed and Breakfast,Rbander,5.0,"My wife and I spent our 25th wedding anniversary at this wonderful BB. Our host, Steven, was excellent and very helpful when deciding on sights and events to take in. The room was beautiful and large. The entire BB was clean and decorated for Mardi Gras. We had never been to Mobile, but after this trip, we have decided that... More",Lake Worth,836
Berney Fly Bed and Breakfast,RexJoe,5.0,"This was a perfect place to stay during our first time ever in Mobile. I would recommend a couple nights as this city has so much to offer. Great food, museums, walks along old historical areas ect. This BB is located on a main street lined with old homes and most are in great condition. I figured this must have... More",Portland,1329
Berney Fly Bed and Breakfast,Danielle F,3.0,This place was really close to the area we wanted to be in. Stephen is really friendly and has great knowledge of area. However bed was extremely uncomfortable and sheets were not soft. Tub in bathroom was just really weird. Not enough room to move because of shower curtain. Didn't get to enjoy breakfast because of time we needed to... More,Portland,1329
Berney Fly Bed and Breakfast,Evon I,5.0,"This was my first time visiting Mobile, so I especially appreciated the host's knowledge about the area's history and culture. The decor holds true to this charming home's era. I found myself walking slowly through the common areas just to take it all in. We stayed in one of the private rooms in the garden area behind the main house.... More",Chicago,309
Berney Fly Bed and Breakfast,Green-Ange,5.0,"My husband surprised me with a trip to Mobile during Mardi Gras and we stayed at the Berney Fly. We both absolutely loved it! It's a beautiful home filled with history. Steven was amazing! Breakfast had any options you could want and Steven had many stories to keep us entertained. I'd recommend staying here any time, especially if you're looking... More",Chicago,309
Berney Fly Bed and Breakfast,Marq,5.0,"This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, it's one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts I've visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay.",Chicago,309
Berney Fly Bed and Breakfast,WallaceCube,5.0,"My girlfriend and I had a really nice time at Berney Fly Bed and Breakfast. The owners were friendly and clearly in love with Mobile, offering a number of suggestions on restaurants and attractions to visit. While it was a little too cool to swim during our visit, the pool and hot tub area were very nicely maintained. Finally, breakfast... More",Chicago,309
Berney Fly Bed and Breakfast,Phil C,5.0,stayed two nights in May. From arriving to leaving we were made welcome and was taken back by the grounds and the interior. It made a refreshing change from being in a hotel to have some where with a homely feel and such great host. The local knowledge that Stephen has is brilliant and valuable in making th best of... More,Pontefract,1313
Berney Fly Bed and Breakfast,bhorton72,5.0,"Altough they only have three guest rooms,it is worth trying to book one.This is not a hotel.It is an 1895 home that the owners live in.It includes a fresh made breakfast every morning and wonderful pool area.It is close to Loda and downtown hot spots for dining and drinking.Or just stay in and relax.",Huntsville,744
Berney Fly Bed and Breakfast,JoBrune,5.0,"We stayed in the Spanish Bay room, which was roomy and nice. The proprietors are friendly and talkative. Steve made sure we had suggestions on places to go and eat while we were there. I really enjoyed the breakfasts. Not overly elaborate, but with the small number of guests, you wouldn't expect it to be. The pool area in the... More",Phoenix,1283
Berney Fly Bed and Breakfast,Carlyaj27,5.0,"We stayed here for one night during our road trip across the US. Steven was friendly and hospitable and the room was large and clean. Breakfast the next morning was delicious and plentiful. Make sure you walk around the neighbourhood during the day, there are some beautiful mansions. I highly recommend staying here if you are coming to Mobile!",Sydney,1663
Berney Fly Bed and Breakfast,TaylorP61,4.0,"This is absolutely a Southern Gem,... I have been given a tour of this House prior to the Annex, and enjoyed the Pool on a Day Pass... The Host couldnt be better. Folks need to Remember they are practically staying in a Museum on Govt Blvd with Age old OAK rees n a Piece of History plumbing was integrated after... More",New York City,1130
Berney Fly Bed and Breakfast,sj-jj-houston,5.0,"Had a very nice stay here, everything was perfect! We were greeted upon arrival and given a history of the home and local area. The home is in very nice condition, and nicely decorated. We stayed in the pool cottage at the back of the property, which was more private. The pool is nice and refreshing, the back yard nicely... More",houston,1941
Berney Fly Bed and Breakfast,Herb S,4.0,"We enjoyed our one night stay in the Berney Fly BB. We stayed in the Spanish Bay Deluxe Room. The room was clean, comfortable and quiet. The innkeeper was very helpful and knowledgeable. His recommendations for restaurants and things to do were spot on. He related some interesting facts and information about the inn. Our breakfast was really good. I... More",Eustis,501
Berney Fly Bed and Breakfast,Gaetano S,5.0,"We stayed at Berney Fly Bed and Breakfast last week and had a wonderful time! Our room was comfortable, clean and unique. Breakfast was wonderful and the pool was amazing. We loved the lounge area and relaxed everyday poolside. Stephen and Enoch were great hosts and helpful with directions to places of interest and restaurants in the area. I highly... More",Louisville,916
Berney Fly Bed and Breakfast,Nancycak3s,5.0,"Nice place in a neighborhood filled with great old houses/mansions. Friendly inn keeper with lots of information. Clean room. We stayed in the French Deco room for one night. Quiet street. Not far from downtown (5 min drives). Tasty breakfast. Thanks, Berney Fly!",Seattle,1522
Berney Fly Bed and Breakfast,pjb0st0n,5.0,"We had an extremely comfortable night here, the house itself is beautifully looked after, the room was plush with an en-suite with everything you could need during your stay. Stephen was incredibly knowledgeable about the area, Mardi Gras which he is obviously very involved with and the history of the property. He directed us to a great bar and then... More",Wirral,1872
Berney Fly Bed and Breakfast,cindi777,5.0,"While seeking accommodations for our complex family group, (ages 25 to 96), Innkeeper Steven was creative, thoughtful and put in extra effort to solve out housing needs. He responded to our multiple inquiries quickly with solutions as well as with reasonable rates. Thank you innkeeper Steven!",Chicago,309
Berney Fly Bed and Breakfast,Trine1301,5.0,"If you are travelling the Southern States, travelling lets say from Florida to Texas, or even further, I highly recommend you have a break at this place. Better than the standard hotel rooms we all know to well. We stayed at Berney Fly Bed and Breakfast about 2 weeks ago, for 2 nights, and had a great time. Room was... More",Stavanger,1628
Berney Fly Bed and Breakfast,ghgfam,1.0,"I had a business meeting that I had to go to in Mobile, AL and my wife wanted to come with me. She wanted a place she could relax while I was at my meeting, so we chose a bed and breakfast. Unfortunately, we couldn't get to Mobile until late. My wife told Steven (I think that was his name)... More",Lynn Haven,926
Berney Fly Bed and Breakfast,Lurob,5.0,"Located in a beautiful area of Mobile, in the historical district, the house has big porches with chairs to sit, nice gardens, and is lovely inside. Stephen can give you a verbal historical tour of the property and the town of Mobil, and he made every effort to make us comfortable. Rooms are exceptionally large.",Tallahassee,1673
Berney Fly Bed and Breakfast,Marq,5.0,"One of my very favorite BBs in the country This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, it's one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts I've visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay.",Tallahassee,1673
Berney Fly Bed and Breakfast,Judiec10,5.0,"The rooms are charming, the host is knowledgeable , and the breakfast is excellent. I spent two nights and felt completely welcomed in a calming atmosphere. Steve also gave me easy directions to my worksite!!!",Montgomery,1050
Berney Fly Bed and Breakfast,Sheldon M,4.0,"Loved the back yard with the pool and Jacuzzi Beautiful antiques and knicks knack. Enjoyed the breakfast. Steve was available to answer any question that we had. Good value. We spent only one evening, but wished we had stayed two.",Los Angeles,910
Berney Fly Bed and Breakfast,slobob,3.0,"The service and the food was above average. The room was clean and quiet, but dated. A excellent location in a charming neighborhood. A beautiful new swimming pool and spa, made a charming yard. It is a big house that needs work, but we enjoyed our stay.",San Luis Obispo,1487
Berney Fly Bed and Breakfast,williams1942,5.0,"This is a lovely B and B with helpful, friendly staff who love Mobile. It's located in the Oakleigh Gardens District near excellent restaurants. The 1895 home is beautifully decorated in period furnishings and it has a lovely pool for a cool down swim. We enjoyed walking the Oakleigh district and visited the Oakleigh Mansion built in 1833. Mobile has... More",Atlanta,69
Berney Fly Bed and Breakfast,cheerio212,5.0,"The home is full of delightful antiques and knick-knacks - each one with its own history. We were visiting our son's fiancee who has been teaching in Mobile while she finished her master's degree in education. Breakfast both mornings was delicious with fresh fruit, scrambled eggs plus, coffee and juice both days, biscuits morning and banana pancakes the other.",Holland,717
Berney Fly Bed and Breakfast,Keith B,4.0,"Berney-Fly is a nice BB. The location is good with easy access to all points in Mobile. Steve, the operator, is welcoming. Steve admits that much of the house is due for a makeover. But it is quite comfortable with large rooms and decent furniture and fixtures. My biggest complaint is that the clawfoot tub/shower is difficult to get in... More",Largo,848
Berney Fly Bed and Breakfast,Keith_Lynn01,5.0,"Myself partner Michelle stayed one night on our trip around the Southern States. What can I say about the Berney Fly, well it's just how I would expect a local guest house to be, traditional architecture wonderful rooms including our bedroom. It's like going back in time but with all the Modern facilities like wifi lol. Steven was or... More",London,901
Berney Fly Bed and Breakfast,Steven Flaskerud,5.0,great swimming pool and sub-tropical gardens read more,London,901
Berney Fly Bed and Breakfast,janice s,4.0,"If you are looking for a romantic spot in Mobile, this is it! This lovely home is located on a shady street lined with live oaks in a historic district of Mobile. There are several good restaurants within walking distance, and the host will be glad to tell you about them, as well as give you ideas for things to... More",Davis,405
Berney Fly Bed and Breakfast,weddingwife,4.0,"My husband and I visited Berney Fly for our 25th anniversary and will definitely be back! Steven was a fantastic host and an excellent cook! Even though I neglected to tell him in advance of my food restrictions, he did his very best to accommodate me and provided wonderfully tasty breakfasts. We stayed in the room on the bottom floor... More",Lake Worth,836
Berney Fly Bed and Breakfast,Steven Flaskerud,4.0,Great Swimming Pool and Sub-tropical Gardens Read more,Lake Worth,836
Berney Fly Bed and Breakfast,Leonard T,5.0,"My wife and I went to a concert at The Saenger Theater. It was very close and the stay was all around wonderful! Beautiful house, pool, room, it was quiet, delicious breakfast, fabulous service, and we met some great people too. Conversation with Steve (innkeeper) is intelligent as well. Ty Steve! We will be back!",Lake Worth,836
Berney Fly Bed and Breakfast,PinaNestor,5.0,"We spent part of our honeymoon trip here, and we loved it. The house is astonishingly beautiful and Steven prepared us an amazing breakfast everyday, gave us great advice on where to go and what to see and was in general a perfect innkeeper! Thanks again!!!",Lake Worth,836
Best Western Plus Waterville Grand Hotel,Edward P,2.0,I am a 75yr old Disabled Vet and had requested 2 bed room on first floor as I have walking disability from service. First thing get sent to 2nd floor King. Nobody even read reservation. Finally got a room in the Zoo section where doors had beware of cat signs posted on doors and hall stunk of cat urine. Did... More,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,"I always stay at this hotel when visiting my mother who lives in Madison, Me. Always very pleasant and cordial staff.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Kathryn,5.0,"Hotel was very clean and staff very nice. Beds are only double instead of Queen which makes traveling with two teenage boys not easy. Ordered a cot but really no room to set up had to block bathroom. Great for a two person stay, also free breakfast was for only two people, so had to pay for kids.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Kathryn,3.0,"This is my second stay recently. Rooms are decent but you can forget about the amenities they advertise. The pool is nice, but good luck finding a towel or staff person. Its not easy to get the complimentary breakfast.......you need to know the secret handshake then be prepared to wait an hour for a server and even more for the meal to cook. If you try to have breakfast there take a look around the restaurant and see how many table have food.......or more likely you will see empty tables with angry/hungry customers and 1 server trying to keep everyone happy.Its a decent hotel that does not hire enough staff to maintain the amenities. I feel bad for the employees of this hotel.......they are very pleasant but obviously over worked. This hotel is good if you need a place to crash but that is about it. I will try a different hotel when I am in Waterville again.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,"The room was very clean. The staff was very friendly, polite, helpufl and professional.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Sheila,5.0,great time and the breakfast was extra good the rest. in the hotel was also very good,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,great time and the breakfast was extra good the rest. in the hotel was also very good,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,"Didn't feel overly safe as the doors from the parking lot are left unlocked. I know, I know, we are in Maine...but still. Clean and well equipped...only complaint was lack of outlets for charging. Very inaccessible. Perfect for a quick stay. Very pleasant desk clerk :)",Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,"Didn't feel overly safe as the doors from the parking lot are left unlocked. I know, I know, we are in Maine...but still. Clean and well equipped...only complaint was lack of outlets for charging. Very inaccessible. Perfect for a quick stay. Very pleasant desk clerk :)",Belmont NH,137
Best Western Plus Waterville Grand Hotel,JIm,4.0,"They should clean the rugs around the elevators, The room was very clean",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Melanie,5.0,Free breakfast was great dinner not so much. I don't know why I thought sweet potato encrusted haddock sounded good. They also buried it in a white gravy. Gravy does not belong on fish.,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A Traveler,3.0,"Hotel was clean and room size was fine. Mini fridge and microwave in room were a plus. Pool area was nice with good sized pool and fitness equipment. Restaurant food was good (we got a 14 credit to use for breakfast between the three of us so it still cost 20) but service was very slow. The first floor, which we walked through to get to the elevator, reeked of cigarette smoke. This can be avoided by parking out back or using the stairs. My biggest complaint was the WIFI. I paid for a hotel rather than camping because I needed WIFI to get some work done. While I could get my phone to connect, my computer would not recognize the free signal. After 20 minutes on hold with the tech support group, the answer that I got was to sit next to the door. This worked to connect but the signal dropped again once I moved back into the room. The promise that they would reset the signal did not seem to be kept as this was an issue both nights I was there. Overall this was a decent hotel and much better than what others in our group experienced at competitors in the area.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,A Traveler,4.0,"The hotel was very clean, comfortable, and accommodating to the fact that we had a dog. However the restaurant that is attached to the hotel is what they use for the 'included breakfast', which has the poorest customer service and rudest employees I've encountered in a while.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Stephen,4.0,"It's a decent hotel for the price. They provide a solid breakfast, and the rooms are really nice. The only problem is their wifi is spotty if you're in the back of the building.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,Robert,4.0,It was an overnighter to get away from some stuff,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A verified traveler,4.0,Stayed overnight for pleasure. Room was clean and well equipped. Pool was great.,Belmont NH,137
Best Western Plus Waterville Grand Hotel,A Traveler,2.0,"Ok overall - we stayed one night with our dogs. We were limited in our choices because of this. Hotel could use updating. Was a little bit noisy in the halls, but overall ok. Did not eat on site but at Governor's across the street.",Belmont NH,137
Best Western Plus Waterville Grand Hotel,James D,4.0,"I just ran up to the middle of Maine for a one day business trip. All the people that I had interacted with were very nice, from the people at the hotel to the business staff and owner, and all the people at the various restaurants we ate at. This hotel is dog friendly which was the main reason for... More",Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,A verified traveler,4.0,"Rooms have been updated and are very nice.  Pool was a huge hit with our grandchildren but  needs an ""intensive"" cleaning.  They host birthday parties and it would be good if they posted times because it gets way too crazy to enjoy when that many kids are there.",Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,Monty,4.0,"It was very good, but the closet area was not even wide enough for the coat hangers, could not open and shut doors with hangers hanging up",Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,Monty,3.0,"A good value. Remodeling, room was very comfortable. Lots of food and shopping available within walking distance.Good option for children, has pool.",Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,A verified traveler,4.0,Good value,Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,I only booked this hotel because it was dog friendly,Sag Harbor,1454
Best Western Plus Waterville Grand Hotel,Rick M,4.0,"We booked a one night stay at the Best Western on a trip to Maine. The was located right at the exit off Route 95. The check inn staff were pleasant and informative. Our room was large, clean and comfortable. It included a refrigerator and microwave as well as a small coffee brewer with the fixings. Our room charge also... More",Eastham,454
Best Western Plus Waterville Grand Hotel,Heidi,3.0,"We did not realize it is a dog friendly hotel and there were lots of dogs, including a yappy one right next to us. But I called the front desk and they took care of it. I am allergic to dogs but did not have any problem in our room. The breakfast service was horribly slow, both getting seated and waiting for coffee and food. Who wants to wait for coffee I finally got my own out in the hallway. . . . Our last morning we just skipped breakfast because we didn't want to wait.",Eastham,454
Best Western Plus Waterville Grand Hotel,Katherine,5.0,Great place,Eastham,454
Best Western Plus Waterville Grand Hotel,Darrell,2.0,Room was not clean. We didn't feel comfortable. Cigarette burns in comforter.,Eastham,454
Best Western Plus Waterville Grand Hotel,A verified traveler,1.0,Room was not clean. We didn't feel comfortable. Cigarette burns in comforter.,Eastham,454
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,"The hotel was comfortable.  It appeared to be popular with workers and truckers.  Families appeared to like the indoor swimming pool, which I did not use.  The restaurant appeared to be a place where contractors went.",Eastham,454
Best Western Plus Waterville Grand Hotel,A Traveler,4.0,Stayed overnight for pleasure. Room was clean and well equipped. Pool was great.,Eastham,454
Best Western Plus Waterville Grand Hotel,Alexander,4.0,"While I wouldn't choose the spot for a long term stay, it's location was perfect for an on-the-way hotel, right on the Interstate. Loved the massive room and comfortable bed.",Eastham,454
Best Western Plus Waterville Grand Hotel,Alexander,1.0,1. The door to the room was broken and did not shut properly.2. WiFi frequently stopped working and the staff would not help and told us that we had to work it out with the IT tech from some other company.I would expect the hotel to take care of this.3. We payed for 3 people but they said they would only provide breakfast for 2. I had an unpleasant haggle with the management to finally work this out,Eastham,454
Best Western Plus Waterville Grand Hotel,williamtO4368AZ,1.0,"Rooms were comfortable and clean and the staff was very peasant, great stay for the price. Had dinner one night in the restaurant which wasn't very good but there are some local pubs in the area which were very good. Breakfast in the restaurant was good. Overall the stay was a good value.Dear williamtO4368AZ - Thank you for taking the time to review our hotel! We're glad you enjoyed your stay, and we will be sure to pass your comments along to the staff at O'Brien's Restaurant :) We hope you'll stay with us again on our next trip to the Waterville area!",Concord,354
Best Western Plus Waterville Grand Hotel,A verified traveler,1.0,There was someone else's stuff left in our washroom.  The person at the counter was snotty when she saw that I had reserved online.,Concord,354
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,"Fast friendly service by all staff.  Could tell rooms were renovated and clean and comfortable, pool area was a little tired with age but functional.",Concord,354
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,It ws just an over night but very good accommodations,Concord,354
Best Western Plus Waterville Grand Hotel,Kurt1340,3.0,"The front desk staff was very friendly and helpful. The room and facility was spotless. The restaurant was terrible. I made the mistake of ordering one of the specials, prime rib. It was without a doubt the worst prime rib I have ever eaten or should I say tried to eat. Our server asked how it was so I told... More",Massachusetts,973
Best Western Plus Waterville Grand Hotel,Kurt1340,3.0,"Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,Kurt1340,5.0,"Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,A Traveler,4.0,The staff was fantastic. Nice room. Could have used more than 2 bath towels. It was a little noisy in the morning... I think it had to do with the washing machine... sounded like a loud helicopter. I was a little disappointed when I went to swim in the morning that there was a senior exercise class going on using the entire pool and only a single lap aisle so no room for me to take a swim. It was a good stay and I would stay there again.,Massachusetts,973
Best Western Plus Waterville Grand Hotel,A verified traveler,3.0,"i had a great time nice hotel, friendly staff and clean room",Massachusetts,973
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,Hotel Great Staff Very friendly and helpful. Room very clean overall A rating,Massachusetts,973
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,very nice!,Massachusetts,973
Best Western Plus Waterville Grand Hotel,A verified traveler,5.0,My girlfriend and I visited Waterville Maine for my birthday and to see some of my family. Was one of the most relaxing vacations I've been on. This hotel is great with a relaxing hot tub and spacious rooms. Don't forget the great Ice cream next door at friendlys. I would recommend this hotel to any of my friends looking for a cheap getaway.,Massachusetts,973
Best Western Plus Waterville Grand Hotel,Lucy,4.0,"Slightly tired hotel, but probably the best hotel in Waterville. Skip the in-house breakfast voucher & eat at Governors or Starbucks across the street.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,Lucy,4.0,"Slightly tired hotel, but probably the best hotel in Waterville. Skip the in-house breakfast voucher & eat at Governors or Starbucks across the street.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,Peter,3.0,"Das Hotel ist in die Jahre gekommen und kaum erneuert worden. Die Lage ist f��r Autoreisende als Etappenhalt geeignet, weil direkt an Autobahn gelegen.Angenehm war, dass kein typisch amerikanischen Fr��hst��cksbuffet vorhanden war, sondern man am Tisch bedient wurde. Bei unserer Buchung gab es einen Kredit von 7 USD pro Person, welcher f��r ein einfaches Fr��hst��ck ausreichend war.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,A verified traveler,2.0,"Arrived late (10:00 pm). Called ahead to give heads up of late arrival. When we arrived to check in, no one was at front desk. No sign. No human being. Nothing. Waited 15 minutes. Finally front desk person returned. Apologized. Said she had to change someone's sheets. Gross! Hotel was worn/shabby. Only plus was breakfast (included). Table service. Service was good. Food was good.",Massachusetts,973
Best Western Plus Waterville Grand Hotel,Tashula,5.0,Great stay. friendly front desk staff. Breakfast in the restaurant was great but dinner was blah. Only issue with the room was the dust pilled up on the shelf where the towels are kept in the bathroom. Other then that I would stay here again.,Massachusetts,973
Best Western Plus Waterville Grand Hotel,Colby reunioner,4.0,"Need more staff in restraunt on busy weekend. Sat. morning breakfast a disaster. Long wait, wrong order. Otherwise a very good stay. And much better than in past years.",Massachusetts,973
